"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","features/36","features/37","features/38","features/39","features/40","features/41","features/42","features/43","features/45","features/46","persons","price","roomType","features/44","features/47","features/48","features/49","features/50","features/51","features/52","features/53","features/55","features/54","features/56"
"5","ME Barcelona","true","Choose your bed (if available) 2 single beds and 1 extra-large double bed 4 single beds","US$","Room","646 feet²","Garden view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Carbon monoxide detector","Air purifiers","4","1.232","Connected Standard ME Room","Single-room air conditioning for guest accommodation","More",,,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 2 single beds and 1 extra-large double bed 4 single beds","US$","Room","646 feet²","Garden view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Carbon monoxide detector","Air purifiers","4","1.343","Connected Standard ME Room","Single-room air conditioning for guest accommodation","More",,,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 4 single beds 1 single bed and 1 extra-large double bed","US$","Room","323 feet²","Garden view","Inner courtyard view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Air purifiers","Single-room air conditioning for guest accommodation","4","1.154","Connected Standard ME Room with Patio View","Entire unit wheelchair accessible","Carbon monoxide detector","More",,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 4 single beds 1 single bed and 1 extra-large double bed","US$","Room","323 feet²","Garden view","Inner courtyard view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Air purifiers","Single-room air conditioning for guest accommodation","4","1.248","Connected Standard ME Room with Patio View","Entire unit wheelchair accessible","Carbon monoxide detector","More",,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 4 single beds 1 single bed and 1 extra-large double bed","US$","Room","323 feet²","Garden view","Inner courtyard view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Air purifiers","Single-room air conditioning for guest accommodation","4","1.358","Connected Standard ME Room with Patio View","Entire unit wheelchair accessible","Carbon monoxide detector","More",,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 4 single beds 1 single bed and 1 extra-large double bed","US$","Room","323 feet²","Garden view","Inner courtyard view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Air purifiers","Single-room air conditioning for guest accommodation","4","1.469","Connected Standard ME Room with Patio View","Entire unit wheelchair accessible","Carbon monoxide detector","More",,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 2 single beds 2 extra-large double beds","US$","Room","753 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","Carbon monoxide detector","4","1.539","2 Bedroom Extra ME Junior Suite City View","Air purifiers","More",,,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 2 single beds 2 extra-large double beds","US$","Room","753 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","Carbon monoxide detector","4","1.633","2 Bedroom Extra ME Junior Suite City View","Air purifiers","More",,,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 2 single beds 2 extra-large double beds","US$","Room","753 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","Carbon monoxide detector","4","1.811","2 Bedroom Extra ME Junior Suite City View","Air purifiers","More",,,,,,,,,
"5","ME Barcelona","true","Choose your bed (if available) 2 single beds 2 extra-large double beds","US$","Room","753 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","Carbon monoxide detector","4","1.921","2 Bedroom Extra ME Junior Suite City View","Air purifiers","More",,,,,,,,,
"5","ME Barcelona","true","4 single beds","US$","Private suite","452 feet²","City view","Rooftop pool","Air conditioning","Spa bath","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Entire unit wheelchair accessible","4","2.778","Studio ME+ 2 Bedroom Suite Terrace with Jazuzzi","Clothes rack","Carbon monoxide detector","Single-room air conditioning for guest accommodation","Air purifiers","More",,,,,,
"5","ME Barcelona","true","4 single beds","US$","Private suite","452 feet²","City view","Rooftop pool","Air conditioning","Spa bath","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Entire unit wheelchair accessible","4","3.269","Studio ME+ 2 Bedroom Suite Terrace with Jazuzzi","Clothes rack","Carbon monoxide detector","Single-room air conditioning for guest accommodation","Air purifiers","More",,,,,,
"5","Almanac Barcelona","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","355 feet²","Landmark view","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Towels","Linen","Socket near the bed","Hypoallergenic","Seating Area","Private entrance","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Extra long beds (> 2 metres)","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper",,,"2","490","Almanac Room","Air purifiers",,,,,,,,,,
"5","Almanac Barcelona","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","355 feet²","Landmark view","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Towels","Linen","Socket near the bed","Hypoallergenic","Seating Area","Private entrance","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Extra long beds (> 2 metres)","Wake up service/Alarm clock","Carpeted","Cable channels","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper",,,"2","571","Almanac Room","Air purifiers",,,,,,,,,,
